series_name,model_name,model_id,series_id
宝沃BX7,2016款 28T 四驱舒适版,25672,3913
宝沃BX7,2016款 28T 两驱精英版,25645,3913
宝沃BX7,2016款 28T 四驱精英版,25673,3913
宝沃BX7,2016款 28T 两驱豪华版,25670,3913
宝沃BX7,2016款 28T 四驱豪华版,25676,3913
宝沃BX7,2016款 28T 四驱旗舰版,25452,3913
北汽威旺M30,2016款 1.2L基本型A12,1003924,3916
北汽威旺M30,2015款 1.5L基本型BJ415B,1003668,3916
北汽威旺M30,2015款 1.5L舒适型BJ415B,1003662,3916
北汽威旺M30,2015款 1.5L基本型DAM15,1003669,3916
北汽威旺M30,2015款 1.5L舒适型DAM15,1003667,3916
北汽威旺S50,2016款 1.5T 手动欢动舒适型,26124,4009
北汽威旺S50,2016款 1.5T 手动欢动精英型,26125,4009
