text,reply_text,name,source,comment_id,reply_name
回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:5v5的时候，才落后两个人头，三个还在拼命护塔不放弃，一个已经挂机，总会有一个不停点投降，然而还是老那三个赢了这局，挂机的感觉拾到便宜，点投降的却在骂那三个是不是有挂？因为在他的词典里从没羞耻感！,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,无锡热搜,红米3S,4087515801782898,maliry98
图一是吉林市乐天,-,zw向善向上zw,iPhone 6s Plus,4087515797580568,-
乐天真乖啊！,-,七犀鸟,三星 Galaxy S7,4087515797419824,-
回复<a href='http://m.weibo.cn/n/那様_的過去'>@那様_的過去</a>:那是小粉红的日常，加一条，党国不分,"回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:图片评论 <a href=""http://weibo.cn/sinaurl?f=w&amp;u=http%3A%2F%2Ft.cn%2FR6LudDC"">http://t.cn/R6LudDC</a>",blue-lieutenant,iPhone SE,4087515788674191,那様_的過去
卖地真他妈比开超市赚钱，但是你他妈伤了中国人的心，中国人现在都是有血性的！,-,我老婆是个黑胖子,OPPO智能手机,4087515784968057,-
太棒了,-,田莎啊龙,华为手机,4087515784468800,-
虽然现在工作难找，但是面对萨德的危险，抵制是必须要的！否则，有天可能不是找工作的问题，而是你连命都没有了，还需要你工作么？,-,smy_舒梦悦,OPPO R7s,4087515780761692,-
"你不知道这世界是圆的嘛？你不知道旧的不去新的不来嘛？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",-,菜菜爱颖晏,华为P8,4087515759178030,-
回复<a href='http://m.weibo.cn/n/R1ngP0r丶傅木木'>@R1ngP0r丶傅木木</a>:其实好多大超市 你拿着乐天辞职信 很多都要的,唯一担心的是中国员工，这个失业率也是有的<a href='http://m.weibo.cn/n/路萌萌喜欢郭妹花'>@路萌萌喜欢郭妹花</a> <a href='http://m.weibo.cn/n/沈大大大毛毛'>@沈大大大毛毛</a>,路萌萌要隐匿,Android,4087515755064147,R1ngP0r丶傅木木
"回复<a href='http://m.weibo.cn/n/墨sang'>@墨sang</a>:好牛逼的<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",所以失业的中国员工可以去央视上班吗？,Simoneup,iPhone 7,4087515750862322,墨sang
说抵制的现在是不是又开始说安顿了,-,不好好学习怎么吹梅西,红蓝军团的Android,4087515747007696,-
东莞扫黄，你见哪个妓女饿死了？,-,拘谨FM,乐1s,4087515739321868,-
"停业期间必须支付雇员工资    恩怎么这么流氓呢<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span>",-,青空风宇,vivo智能手机,4087515739063729,-
"不懂为啥很多中国人认为中国离了韩国就要完了呢？文化是这样，经济也是这样，韩国对中国来说真的有那么重要吗？乐天走了，大爷大妈是活不了了吗？乐天的员工就只会在乐天工作，出了乐天就是啥都不能干的人吗？自从有了微博，我才知道，韩国，太特么重要了！中国真的不能离开他！不然中国就完了！<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",-,甜盐加兴饼干,甜兴Android,4087515735121871,-
回复<a href='http://m.weibo.cn/n/凯乾福'>@凯乾福</a>:小粉红可以明确告诉你，他们不会失业，你根本就不知道零售卖场的开业速度，这些员工分分钟可以被其他卖场吸收掉，为什么本小粉红知道，因为本小粉红是零售企业采购，其中的道道知道太多，所以告诉你，放心爱国，不必杞人忧天，如果你不想爱国也不必这时候来搏出位,小粉红，“国家会安排下岗职工的”。虽然国家并没有表这个态。,好吧我是球球,三星android智能手机,4087515730576121,凯乾福
回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:笨死你了,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",一人成光miss,iPhone 7,4087515722512186,羞涩的起哄架秧子星人
国家犯错了应该惩罚国家～而不是拿对方的公司出气～这是国家成面的博弈～比如美国部署捣蛋至东欧～普京就部署至家里宁～苏联搞捣蛋至古巴～美国就紧急状态～对方明显是冲着你这国来的～去报复对方一个公司～不对等,-,老奇7087,小米手机,4087515721709189,-
"无端端看到那么多无脑的人<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",-,不像橡皮糖M,Android,4087515709905098,-
回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:这种行为叫闹？,闹完之后，下岗的都是中国的员工,Xwd_cat,荣耀7 世界有点不同,4087515709562294,Kevin君格君格Durant
我哈哈的笑了,-,M鹿蓉晗M,OPPO R9,4087515709194084,-
回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:关闭乐天后，让地出来做中国自己的商场。乐天能让地给萨德，也能让地给中国！,闹完之后，下岗的都是中国的员工,Krystecy_w,iPhone,4087515704988732,Kevin君格君格Durant
回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:呵呵   中国就多了你这样人）,没人管下岗职工的死活，他们只管&quot;爱国&quot;,杨小样的酒窝,前置双摄vivo X9,4087515700704847,风无影134521
回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:乐天的超市到底有多大，才让你们这么担心员工问题，国内超市倒闭也没见你们说员工问题🙃,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",w小小小玉啊,vivo X5·K歌之王,4087515696851727,羞涩的起哄架秧子星人
"您确定是“主动？”<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",-,克丽婉婉,iPhone 6 Plus,4087515683668476,-
"回复<a href='http://m.weibo.cn/n/Coollander'>@Coollander</a>:跟你学的啊，问为什么政府不直接驱逐乐天。既然过嘴瘾，这么简单，为啥不直接跟韩国美国开战呢<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",回复<a href='http://m.weibo.cn/n/我有故事和烟酒ang'>@我有故事和烟酒ang</a>:所以说你是最大的反华势力了，丝毫不把国家和人民放在心上。不过你这么反美，守在美大使馆，和敌人同归于尽怕是不难做到👻,我有故事和烟酒ang,iPhone 6,4087515675921478,Coollander
回复<a href='http://m.weibo.cn/n/或会在旁'>@或会在旁</a>:你是猴子派来的逗比吗,67家都有消防问题？咱们的消防主管部门平时在干嘛呢？,Jiaying_who,华为P9手机摄影再突破,4087515663307289,或会在旁
回复<a href='http://m.weibo.cn/n/墨sang'>@墨sang</a>:一个破超市，我们学校的便利店还一学期一倒闭，马上跟着又开一家呢，没了乐天还多的是超市要开张,所以失业的中国员工可以去央视上班吗？,我才是王大柚子,魅族 MX5,4087515645914075,墨sang
"看了评论，发现智障确实多，还在热评<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",-,句岚,ZTE中兴智能手机,4087515641874149,-
回复<a href='http://m.weibo.cn/n/李小朴'>@李小朴</a>:所以你就是那个萨逼？新买的键盘，干嘛要这么骂自己呢？,棒子国有萨德，但中国有萨逼啊！谁怕谁啊！,萌糖橙丞_,丞丞丞💗iPhone,4087515633329197,李小朴
剩下百分之十呢握草，还在开？,-,秋刀鱼干,红米Note4,4087515617015585,-
回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:阴阳怪气，掐死再说,唉！真是流氓国家,任囍囍,iPhone 6s,4087515608614160,黄太子老师
回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:我不喜欢你，只是少喷一些吧，理智一些吧。对自己有好处，对别人对社会也好。,回复<a href='http://m.weibo.cn/n/G_U_T'>@G_U_T</a>:你喜欢我,G_U_T,OPPO R9,4087515605092453,穿啥裤子都往下掉
"回复<a href='http://m.weibo.cn/n/哎一古哎一古哎一古'>@哎一古哎一古哎一古</a>:是哦  全中国只有乐天可以提供工作岗位  在那工作的人都没有办法去其他地方工作了。  离开了乐天就会饿死。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png"" style=""width:1em;height:1em;;""></span>",评论里很有意思 一个劲儿在吹牺牲小我成全大我 抵制的结果出来了吗 萨德有没有撤出中国 国家安全有没有得到保障 然而牺牲的“小我”可能是一个人家庭唯一的收入来源 站着说话的人永远不会腰疼。,随遇而安zxprn,iPhone 5s,4087515591717786,哎一古哎一古哎一古
回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:看见大家都在骂你我很心安,唉！真是流氓国家,宋宇_Euan,iPhone 6,4087515591717192,黄太子老师
中国话说就是“该！”,-,nopeSSSS,iPhone 7,4087515583408996,-
回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:没了乐天就不能活了？ 那真是国人的悲哀,希望政府能安顿中国员工吧。。,装推推,持久到离谱 魅蓝Note5,4087515583404757,猫巷里的树语
"所以看评论简直被一些键盘侠和智障震惊到变形🙄🙄🙄🙄中国十三亿人不是都靠乐天工作的好嘛？???哥子病了就回家躺着没叫你吃药也没叫你出来秀什么奇奇怪怪的存在感<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",-,Lee阿喵啊喵啊yi佳,红米4G,4087515579878341,-
大家都别吵了，乐天养活了中国13亿人，没乐天中国怎么活呀，人都失业了，还想什么萨德导弹,-,秋名山见_,三星GALAXY S4,4087515578794803,-
是有正当理由让它停业的  按法律来必须支付员工薪水的,-,接啊哈ofi,iPhone 6s Plus,4087515575290680,-
回复<a href='http://m.weibo.cn/n/迷失的瘦瘦'>@迷失的瘦瘦</a>:他有钱移民吗？这种人就是sb,回复<a href='http://m.weibo.cn/n/margk'>@margk</a>:那么委屈可以移民啊,霏Saisai,iPhone 7 Plus,4087515570710799,迷失的瘦瘦
回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:你要相信中国那么多人口那么多工作怎么养不活这些下岗职工吗？说的乐天那么能耐，滚出中国最好，工作哪里都可以找，这也不关政府什么事啊，可不能除了乐天就没其它工作了吧,希望政府能安顿中国员工吧。。,泡泡6158400239,iPhone 6,4087515562400380,猫巷里的树语
"回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:天啊，我从来没听说过什么时候巴结美国的，是你在跪舔吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国,贝克s221,iPhone 6,4087515562394103,溪上漂流
回复<a href='http://m.weibo.cn/n/猛QIN'>@猛QIN</a>:把你的键盘给我，我来告诉你如何策划,回复<a href='http://m.weibo.cn/n/梁俊Jiunn'>@梁俊Jiunn</a>:请问你希望看到怎样的行动？你自己就是键盘侠却怼着别的&quot;键盘侠&quot;,梁俊Jiunn,iPhone客户端,4087515557819997,猛QIN
我们中国人多啊，岗位也多啊，工作可以再找啊。韩国不是很拽么，让他们待在韩国自己跟自己嗨！,-,BabyGirl女王,iPhone 6,4087515553624681,-
回复<a href='http://m.weibo.cn/n/哎哟卧槽嗨你好'>@哎哟卧槽嗨你好</a>:你这种人无论从智商上还是从赚钱能力上都不配做中国这样一个大国的公民，你还是回去重新投胎去吧,回复<a href='http://m.weibo.cn/n/李小朴'>@李小朴</a>:哎哟我去，我们国家的事跟你有什么关系啊，真的是，赶紧回去吧签证要到期了,李小朴,微博 weibo.com,4087515553624534,哎哟卧槽嗨你好
回复<a href='http://m.weibo.cn/n/未遂的文艺大龄青年'>@未遂的文艺大龄青年</a>:退一步说，乐天被抵制，对韩国影响大，还是对中国影响大？你这么激动，是为了你韩国爹吧？,"回复<a href='http://m.weibo.cn/n/中山北路小陈'>@中山北路小陈</a>:2017年2月数据132974名员工，请教一下，你准备怎么来安排这些人呢？别总用嘴说，别当键盘侠，拿出点实际行动。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",中山北路小陈,iPhone 6s,4087515541040073,未遂的文艺大龄青年
回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:失去小我，保护大我，人不等太自私，,没人管下岗职工的死活，他们只管&quot;爱国&quot;,梨花开娟子,iPhone 6s Plus,4087515536845160,风无影134521
完美,-,赵一闷,HUAWEI Mate 9,4087515533248425,-
回复<a href='http://m.weibo.cn/n/李小朴'>@李小朴</a>:中国人放你咬他们，你妈生你是叫你当人的，不是做狗的，别试图挑战几亿人的底线，照片和公司资料全都公布，你是真虎逼啊，这样死没意义，只会被人当傻子笑话,棒子国有萨德，但中国有萨逼啊！谁怕谁啊！,段子集散地,iPhone 6s,4087515529045918,李小朴
有些人真是掕不清，工作在找就有了，就是不关，又有几个人在那里干一辈子的！,-,QQ糖198,OPPO智能手机,4087515520896755,-
一天天倒闭的企业多了去了，而且肯定回头有其他超市代替乐天开出来。毕竟市场在。因为短暂的减少就业岗位就避免国家的正常抵制，一群汉奸良心何在,-,eispfeil,iPhone 6 Plus,4087515520642563,-
回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:你放心，中国不靠韩国吃饭,希望政府能安顿中国员工吧。。,sexcitedM,Android,4087515516439951,猫巷里的树语
回复<a href='http://m.weibo.cn/n/墨sang'>@墨sang</a>:是央视部署的萨德吗？是央视抵制的乐天吗？是央视干了危害中国的事吗？,所以失业的中国员工可以去央视上班吗？,好名字都被占用了12345,荣耀6 Plus,4087515516084088,墨sang
回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:僵尸打开你的脑子，失望的走了，屎壳郎眼前一亮。,真是一帮蠢货，乐天关门你们高兴，那关门之后的中国员工呢？你们掏钱负责安顿吗？,一条名为Alice的鲸鱼,360手机N4S,4087515503285376,穿啥裤子都往下掉
回复<a href='http://m.weibo.cn/n/小肉肉想见takuya'>@小肉肉想见takuya</a>:有人连家都没有，何谈家门口，生计还在发愁他们会有什么羞耻感？没有拥有过也就不会怕失去，所以才会这么肆无忌惮的喷骂,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:瞧这帮公知激动的，呵呵，做什么都是错，等尼玛萨德射到你家门口，记得要美国和韩国帮你找工作哦,无锡热搜,红米3S,4087515499280657,小肉肉想见takuya
"回复<a href='http://m.weibo.cn/n/李晶磊'>@李晶磊</a>:出门请带脑子好么，要不你一不小心就穿越了。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",然后中国员工大量失业,丶第五季节,iPhone 6,4087515487265364,李晶磊
"咋来那么多指责别人态度的人呢<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_landelini-bc8d668f14.png"" style=""width:1em;height:1em;;""></span>",-,NIDKMG,OPPO R7s,4087515469867456,-
回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:这么多事，你但是负责啊,真是一帮蠢货，乐天关门你们高兴，那关门之后的中国员工呢？你们掏钱负责安顿吗？,张志洋0915,魅族 MX5,4087515466246067,穿啥裤子都往下掉
回复<a href='http://m.weibo.cn/n/李晶磊'>@李晶磊</a>:说话带脑子,然后中国员工大量失业,lmmzz,iPhone 6s Plus,4087515466022651,李晶磊
难道只有乐天可以开超市？？乐天倒闭了，中国就开不起来超市了？下岗的工人就不能在新超市工作了？？？,-,Sally耶安,iPhone 7 Plus,4087515462038287,-
乐天也是爱国,-,7号少年鹿阳光,iPhone,4087515462036838,-
回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:那是因为把一些不合理的事当成理所当然面对现实妥协而已国企与私企不同国企问题是大集体解散没有做好善后工作而乐天这次确实是国家导致失业而且手段显眼国家不该直接参与乐天制裁中国老百姓让他关门也只是时间问题再说乐天对韩国来说也是可有可无的萨德该怎么还怎么样，这样只是显示出外交手段的弱性。,回复<a href='http://m.weibo.cn/n/不吃草奶牛'>@不吃草奶牛</a>:实话，我妈2000年化肥厂下岗，当时是国企也是破产。心疼是真的心疼。但是如果当时的生活注定在底层，我们也必须接受底层生活的游戏规则。妈妈后来呆过好几家超市最后都是关门了的。但是不能因为关门破产不生活，工作一样要找，生活还是必须继续。唯一庆幸的是，现在她可以天天在家玩耍了。,不吃草奶牛,华为平板M2·揽阅,4087515461335832,maliry98
回复<a href='http://m.weibo.cn/n/油侠1984'>@油侠1984</a>:武警,回复<a href='http://m.weibo.cn/n/或会在旁'>@或会在旁</a>:消防部队属于解放军部队，是在告诉韩国人中国军队已准备好战斗啦。,511好好先生,荣耀7 世界有点不同,4087515457519212,油侠1984
回复<a href='http://m.weibo.cn/n/esun123'>@esun123</a>:祝你死全家,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:很多小粉红的论点是萨德就是针对中国，攻击中国，等同于要了他们的命！而朝鲜的核弹只是吓唬吓唬，撒娇而已！一个国家动用卑鄙手段攻击一个合法企业，这很正当！不知道其他外企怎么想？一个良好法治的经营环境都没有，那我干嘛要来你国？,木丁西coT,OPPO智能手机,4087515457260392,esun123
回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:请把国家和党分开！可以不忠于党，但是得爱国，有国才有家。,唉！真是流氓国家,朋小强,iPhone 5s,4087515449216258,黄太子老师
回复<a href='http://m.weibo.cn/n/xion简单就好'>@xion简单就好</a>:真假的,"回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:图片评论 <a href=""http://weibo.cn/sinaurl?f=w&amp;u=http%3A%2F%2Ft.cn%2FR6y4A6c"">http://t.cn/R6y4A6c</a>",煦笛声,iPhone 6,4087515424008488,xion简单就好
"评论这都怎么了？！控评这么厉害？！<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_chijing-f4f9e95da7.png"" style=""width:1em;height:1em;;""></span>",-,本宝宝颓废中,小米手机5,4087515411400840,-
"回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>等你炸弹落你家多好","算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",未拥z,iPhone 6,4087515411299267,羞涩的起哄架秧子星人
"失你们妈的业，全国工商注册的中小企业总量超过5000万家，乐天只是这5千万里的其中一个，脑残们。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_ruo-4d7ee42fd0.png"" style=""width:1em;height:1em;;""></span>",-,莽夫立地,微博 weibo.com,4087515407647037,-
你这个屎蛆，你这么有能耐，你咋不上天！<a href='http://m.weibo.cn/n/奔跑的蜗牛1121'>@奔跑的蜗牛1121</a> 你个250滚出中国！,-,安然妖小娆,Android,4087515407100902,奔跑的蜗牛1121
"牛脾气还倔上了，看你啥时候回来跪舔<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_ku-6961a53d05.png"" style=""width:1em;height:1em;;""></span>",-,你说我想不想说我让你说,iPhone 6,4087515407099499,-
"回复<a href='http://m.weibo.cn/n/Bunny小xx'>@Bunny小xx</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>是的，我也觉得很搞笑，但有些本土企业甚至连仁义都分不清更谈不上法治啦，这里的仁与义也有比较之意，安好。问好。",回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:你好搞笑哦，常识这东西都没有,TONY3093-李诚涌,微博 weibo.com,4087515402996971,Bunny小xx
回复<a href='http://m.weibo.cn/n/js丶ILY'>@js丶ILY</a>:水军太多,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:楼主顶住，送你上去,穿啥裤子都往下掉,iPhone 6,4087515394216267,js丶ILY
"突然想到前不久我在逛百福乐，然后超市也说因为消防检查要关门，难不成也是乐天？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_bizui-1301646143.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_bizui-1301646143.png"" style=""width:1em;height:1em;;""></span>",-,畅畅507,OPPO智能手机,4087515390295172,-
回复<a href='http://m.weibo.cn/n/esun123'>@esun123</a>:金正恩不按套路出牌，脱离中国控制这也是中国不愿看到的。但中国更不愿意看到朝鲜半岛统一。在这种前提之下，中国能做的，已经在做的，我们不得而知。因为朝鲜没有乐天。无从抵制不是吗？说到底，金正恩再不是东西也不会把枪炮对着中国，但韩国会，美国会。,回复<a href='http://m.weibo.cn/n/桐桐只要玖拾扒'>@桐桐只要玖拾扒</a>:你们有底线？朝鲜核试验有没有触及你底线？无底线无节操,桐桐只要玖拾扒,iPhone 6,4087515390021654,esun123
回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:说，你是不是棒子狗,唉！真是流氓国家,没有名字的名字是最好的名字,荣耀V8 脱影而出,4087515386453840,黄太子老师
"回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:你去不流氓的国家好了，我看叙利亚就不错<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",唉！真是流氓国家,beregai勉,iPhone 6s,4087515386452253,黄太子老师
我让你啷个够,-,叭叭猪33134,iPhone 7,4087515386093147,-
回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:舍小家为大家。不闹不行,闹完之后，下岗的都是中国的员工,烟酒味de书生,前置双摄vivo X9,4087515385826721,Kevin君格君格Durant
"回复<a href='http://m.weibo.cn/n/esun123'>@esun123</a>:那你滚啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:很多小粉红的论点是萨德就是针对中国，攻击中国，等同于要了他们的命！而朝鲜的核弹只是吓唬吓唬，撒娇而已！一个国家动用卑鄙手段攻击一个合法企业，这很正当！不知道其他外企怎么想？一个良好法治的经营环境都没有，那我干嘛要来你国？,是皮蛋不是蛋啊,iPhone,4087515385826205,esun123
回复<a href='http://m.weibo.cn/n/孔小孔1992'>@孔小孔1992</a>:因为读书少智商低  当年诺基亚倒闭也没见多大风波  市场需求在就会有生意  这群人被别人一扇动就开始人云亦云 以为众人皆醉我独醒  大脑长在脚趾头上,回复<a href='http://m.weibo.cn/n/woo_less'>@woo_less</a>:一个区域肯定有相应的设施，你走我就来，这是最基本的道理，超市里员工下岗，一般企业都会优先招收原有员工，也是企业考虑到资源优化的方式，为何网友就抓着这个不放呢？想不通,团总大魔王,iPhone 6s,4087515378402995,孔小孔1992
回复<a href='http://m.weibo.cn/n/墨sang'>@墨sang</a>:中国人除了乐天就没地方可去了吗？,所以失业的中国员工可以去央视上班吗？,那一抹霜蓝,iPhone 6,4087515377688764,墨sang
回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:乐天的超市有多大，才让你们这么担心员工问题，国内超市倒闭也没见你们说员工问题🙃,唉！真是流氓国家,w小小小玉啊,vivo X5·K歌之王,4087515377436432,黄太子老师
回复<a href='http://m.weibo.cn/n/墨sang'>@墨sang</a>:水军的妈炸了,所以失业的中国员工可以去央视上班吗？,前方高大上,iPhone 5s,4087515356679551,墨sang
回复<a href='http://m.weibo.cn/n/喜欢护肤的蜗牛家家'>@喜欢护肤的蜗牛家家</a>:你有脑子就好,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:感觉这个言论真的很没脑子啊,穿啥裤子都往下掉,iPhone 6,4087515348799704,喜欢护肤的蜗牛家家
