text,reply_text,name,source,comment_id,reply_name
回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:那是因为你没去别的国家呆过，死比,唉！真是流氓国家,吃纸张,iPhone 7 Plus,4087499234285660,黄太子老师
回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:喵喵喵？,闹完之后，下岗的都是中国的员工,啦啦啦就不关注你,小米手机5,4087499229908792,Kevin君格君格Durant
所以对华投资很危险，外企小心了,-,键盘爱国主义者,OPPO R9s,4087499226184388,-
作，,-,G兽人G,OnePlus 3,4087499179887812,-
评论里的是美分还是泡菜汤 超市走了 市场又没走，最后发你工资的不是消费者么？,-,姜小辉jxh,nubia Z11 无边框手机,4087499179483814,-
回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:中国地大物博怕sei,闹完之后，下岗的都是中国的员工,柒小七A,iPhone 6,4087499061961615,Kevin君格君格Durant
这么多企业都在招人，离开乐天活不了了？撑s有点职位的有点可惜了,-,婷-Zi-,iPhone 7 Plus,4087499057885454,-
唯独头条新闻底下反社会反华的人最多，而且还一直有人点赞，每每看到都是如此。新浪你吃枣药丸,-,忧郁的肥明,魅族拍照旗舰 PRO 6s,4087499011533467,-
回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:么脑子,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",如果可以重来hahah,iPhone 7,4087498982118121,羞涩的起哄架秧子星人
回复<a href='http://m.weibo.cn/n/margk'>@margk</a>:所以你就是一滴精液是么？,中国就是个几把国家,潇潇715,iPhone 7 Plus,4087498977910679,margk
所以乐天这是花钱找水军了吗,-,麤一,魅蓝 E,4087498949146676,-
回复<a href='http://m.weibo.cn/n/margk'>@margk</a>:。连狗都不如的东西，那有权利谈论中国。、、滚,中国就是个几把国家,天天想你3226014962,Android客户端,4087498894477540,margk
"回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:你他么跟老子说下，70多个乐天，多少人失业？他们现在不工作还有工资呢，没了乐天还会有其他超市，你这种别来秀下限好么？没智商<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>","算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",ROYALGOLD,联想ZUK Z2,4087498889518225,羞涩的起哄架秧子星人
回复<a href='http://m.weibo.cn/n/茕孑小隐'>@茕孑小隐</a>:中国那么多工作，只要你不嫌累有手有脚还怕找不到工作？笑话,中国员工如何安置？？？？,说我甜菜说我甜菜靠甜份,OPPO R9 Plus,4087498873719250,茕孑小隐
回复<a href='http://m.weibo.cn/n/cpalctry'>@cpalctry</a>:美国人的道德和韩国人的道德是在一个高度么？日本侵华时候朝鲜人作为日本的附属国是二鬼子听说过没？,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:拜托当年英特尔大面积裁员 很多人赔了几十万,羞涩的起哄架秧子星人,微博 weibo.com,4087498852099767,cpalctry
拜托，关了一家原来的店马上会有新老板承包的，简单装修一下又是一家新超市,-,小小小皮蛋儿丶,iPhone SE,4087498839495655,-
回复<a href='http://m.weibo.cn/n/D调青年'>@D调青年</a>:打起仗来就不是吃亏了 能活着就不错了 这么大的人孰重孰轻都分不清,这并不是解决问题的最佳办法，此时吃亏的还是老百姓啊。,录禾,iPhone 6 Plus,4087498836261604,D调青年
回复<a href='http://m.weibo.cn/n/奔跑的蜗牛1121'>@奔跑的蜗牛1121</a>:非社会主义国家,"看到祖国这么流氓我就放心了，这盛世如你所愿。下一个该抵制的国家是谁，我已经准备好了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",连吃六个小芒果,Android,4087498830789212,奔跑的蜗牛1121
回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:圣母婊,唉！真是流氓国家,_sun-flower_,iPhone 7,4087498826594260,黄太子老师
"看到那些够汉奸发博请先举报。谢谢！<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",-,爱吃还不胖的王小C,魅族 MX5,4087498798041132,-
三胖啊！你的炮仗也震不醒那帮拳匪SB！,-,木刀110,iPhone 7,4087498781086835,-
回复<a href='http://m.weibo.cn/n/liberum'>@liberum</a>:核弹威力大那是会自损的武器，朝鲜没事不会轻易拿出来用。萨德会监听你的一言一行，把你的任何行动监控起来，随时都在运作着收集资讯，给你致命打击。,回复<a href='http://m.weibo.cn/n/淡淡花青灰Z'>@淡淡花青灰Z</a>:核弹近还是萨德近？核弹杀伤大还是萨德杀伤大？独裁者威胁大还是民选总统威胁大？脑子真踏马是个好东西，可惜你没有！,一n_n一,iPhone 6 Plus,4087498780920649,liberum
"你们这些键盘侠不要再喷了好吗？我还不知道你们，看着韩剧，用着韩货。到网上这样说无非就是想得到一些点赞评论！和钓鱼岛事件一样,这种形式持续半年你们就顶不住了，还是歇歇吧，把脑子放在正地方！",-,杯具1937,iPhone客户端,4087498772511620,-
"心疼你们的卡 <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",-,Huang_Y_Hua,iPhone 6s,4087498768864644,-
离了乐天中国人就找不到工作了还是怎么？抵制的时候一片支持，抵制成功了又一句句废话，这才刚开始就怕了？,-,睫毛短短-,iPhone 6,4087498738897469,-
停业期间还得给员工工资,-,酷是我的专利,Android,4087498735231102,-
"回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:比如你<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-f5765407f7.png"" style=""width:1em;height:1em;;""></span>",萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,Rambo_Fong,荣耀V8 脱影而出,4087498722261419,穿啥裤子都往下掉
回复<a href='http://m.weibo.cn/n/墨sang'>@墨sang</a>:呵呵圣母婊,所以失业的中国员工可以去央视上班吗？,_sun-flower_,iPhone 7,4087498718409989,墨sang
杀敌一千自损八百这事不能干，乐天这事我们虽然自损八百，但我们已经杀他上万了。,-,徐言至善,三星 GALAXY S6,4087498710002215,-
回复<a href='http://m.weibo.cn/n/margk'>@margk</a>:能滚多远，请滚多远，,中国就是个几把国家,-鹿鹿周,荣耀V8 脱影而出,4087498706213133,margk
"回复<a href='http://m.weibo.cn/n/呵你妹哒'>@呵你妹哒</a>:对于这件事我真的没有那么多看法 我的观点确实偏狭 你也不必喷人 各种说辞看看就好<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>","回复<a href='http://m.weibo.cn/n/米米风光'>@米米风光</a>:都说小粉红一脑袋的屎 今日一见果不其然<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",米米风光,荣耀畅玩4C,4087498692670834,呵你妹哒
"回复<a href='http://m.weibo.cn/n/不见许嵩ID不改'>@不见许嵩ID不改</a>:我们这儿是一个省的省会，在这件事发生之前我都没听说过还有个这超市，我们省自己的民营连锁超市开的遍地都是，怎么就成了这些人说的离了他们不能活了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-f5765407f7.png"" style=""width:1em;height:1em;;""></span>",回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:终于有人说人话了。我就不相信，中国14亿人口，960万平方公里 离了几十家韩国超市活不下去了。,云雾朦朦513,iPhone 6 Plus,4087498685189944,不见许嵩ID不改
回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:目前你是我看到最sb的那个，比萨德还厉害。,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,孙小小米小童鞋,红米4,4087498684261024,穿啥裤子都往下掉
回复<a href='http://m.weibo.cn/n/墨sang'>@墨sang</a>:难道除了乐天这些人在其他商超都不能干了？,所以失业的中国员工可以去央视上班吗？,雪颜-henry,OPPO R9,4087498680058009,墨sang
看评论简直了 工作没了可以再找 国家打仗你他妈高兴 ？一个个的跪舔别国,-,孟婆没有汤呢,够快才畅快vivoX6Plus,4087498676299204,-
回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:我是学生，假期也在超市做过临时促销，其实里面的长期员工很可怜，像大润发那种台资企业，员工累个半死，不过薪酬还可以，有个大姐在仓库，大箱子掉下来砸眼眶上了，青紫，还得继续干，她说她想让她女儿多上几个辅导班。,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,连吃六个小芒果,Android,4087498650668948,maliry98
看了评论真的很气！无国则无家！你们懂不懂啊！工作没了可以再找！国家要有点事起来，你还有安稳的日子过？脑子是个好东西，希望你们也有一个 ,-,66666啾啾啾,华为Ascend P7,4087498638084559,-
"回复<a href='http://m.weibo.cn/n/Pilot舒克'>@Pilot舒克</a>:圣母婊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span>",回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:何不食肉糜？工作还不好找？你妈辛苦投简历面试拍人马屁你心疼过她么？,ROYALGOLD,联想ZUK Z2,4087498613552602,Pilot舒克
乐天走了不可怕，怕的是:全世界都认为天朝是一个不守规则的国家。,-,cpztq,三星Galaxy NOTE III,4087498600476392,-
"回复<a href='http://m.weibo.cn/n/钓鱼FISHING'>@钓鱼FISHING</a>:已经买了丢掉不是亏了吗<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:萨德是美国部署在韩国的，为什么不抵制美国，说别人工作不要紧可以再找的，为什么不扔掉苹果手机，再买华为小米,Wu2046,iPhone客户端,4087498592264105,钓鱼FISHING
放心 关了一家 还有其他进驻得,-,路人甲乙丙丁望而却步,iPhone客户端,4087498563363241,-
回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:先有国才有家啊！,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",说我甜菜说我甜菜靠甜份,OPPO R9 Plus,4087498534110349,羞涩的起哄架秧子星人
回复<a href='http://m.weibo.cn/n/niuzi围脖'>@niuzi围脖</a>:顺便问一下，你这话怎么感觉像是我差你钱了，还是乐天是你开的？,回复<a href='http://m.weibo.cn/n/如果呐'>@如果呐</a>:那乐天就差你那钱？沃尔玛你求它开，它都关！,如果呐,iPhone 6s,4087498529299632,niuzi围脖
回复<a href='http://m.weibo.cn/n/TONY3093-李诚涌'>@TONY3093-李诚涌</a>:猪吗？真想不通怎么长大的,"<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_weixiao-596608a586.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>雇员都是本土的，人家在停业期间还要支付雇员薪资，活脱脱一幕，您不仁我还有义，安好。问好。",颖儿20947,OPPO智能手机,4087498524820487,TONY3093-李诚涌
回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:要人的岗位多的是!,希望政府能安顿中国员工吧。。,吃货流年似水2017,Android,4087498517298540,猫巷里的树语
回复<a href='http://m.weibo.cn/n/cloud14800'>@cloud14800</a>:再说超市工作流动性很大。,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:笨，员工都盼着关门呢，能拿n＋1赔偿,梅花鹿123best,iPhone 6,4087498508283030,cloud14800
回复<a href='http://m.weibo.cn/n/十英寸的英雄'>@十英寸的英雄</a>:超市总有人会开，又不是只有乐天一种超市，也是醉，经济学不学好，来发这种微博迷惑群众,停业期间必须支付雇员工资这才是最重要的,清禾alee曦,Android客户端,4087498504077342,十英寸的英雄
虽然我今天宣告 我彻底失去爱了，但看到这条消息 都忘了.。,-,嫣然灵魂,,4087498487478210,-
回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:没有,你们有没有发现微博的赞变成蓝色了,pouleces,华为手机,4087498487267811,说个晚安
回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:拜托当年英特尔大面积裁员 很多人赔了几十万,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",cpalctry,摩托罗拉智能手机,4087498475516839,羞涩的起哄架秧子星人
反正我是不会去韩国的,-,超级无敌可爱倩bibi,你的老朋友 魅蓝metal,4087498458062693,-
"这叫主动 小编没读书？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",-,JT不懂,iPhone客户端,4087498441886598,-
"回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:估计是野孩子，有父母不会这么没家教，装清高，装与众不同，恶心死人了，明明自己才是一条吃屎的蛆。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国,生如夏花_M,iPhone 6s,4087498441674508,溪上漂流
回复<a href='http://m.weibo.cn/n/一叶浮萍的爱'>@一叶浮萍的爱</a>:你回去问你妈，你妈为了工作是不是低三下四求过人，别装大尾巴狼觉得你妈没受过委屈。这都想不明白，你妈白生你了。,回复<a href='http://m.weibo.cn/n/Pilot舒克'>@Pilot舒克</a>:看来你妈这样做过啊！,Pilot舒克,iPhone 6 Plus,4087498441045783,一叶浮萍的爱
回复<a href='http://m.weibo.cn/n/茕孑小隐'>@茕孑小隐</a>:那都不是你操心的事儿 赶紧洗洗睡吧,中国员工如何安置？？？？,录禾,iPhone 6 Plus,4087498420863210,茕孑小隐
回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:乐天要继续支付工资，因为这不符合,闹完之后，下岗的都是中国的员工,回忆着回忆不起的回忆31425,魅族 MX4 Pro,4087498407426537,Kevin君格君格Durant
回复<a href='http://m.weibo.cn/n/叁三二'>@叁三二</a>:头条新闻下面就是键盘侠的根据地，更有可能的是头条新闻故意把其他的删了,为什么热门都是三观不正的人？？？,六扇门里呀,华为P9手机摄影再突破,4087498403697020,叁三二
回复<a href='http://m.weibo.cn/n/Yz吃的sugar'>@Yz吃的sugar</a>:兄弟 960万平方公里 别少了个万字啊,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:热门真心智障！！我大中华960平方公里，感觉没了几家超市，那些员工都会饿死了？做梦的吧，到处都是超市，最多是重新找工作…,Mr揚揚揚揚揚揚,iPhone 6s,4087498391088417,Yz吃的sugar
"回复<a href='http://m.weibo.cn/n/隐青玉'>@隐青玉</a>:是呀，我就是看不惯这种“一副众人皆醉唯他独醒”的自以为是，才跟他理论两句。谁知他越扯越没谱了。算了，犯不着跟这种人怄气，被这种人骂两句，就当被疯狗咬了下，我们总不能去把疯狗咬回来吧。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span>",回复<a href='http://m.weibo.cn/n/陆压-道君'>@陆压-道君</a>:简直滑天下之大稽，网上也只是调侃一下什么韩红改名中国红，他这个喷子还一副众人皆醉唯他独醒似的，简直了,陆压-道君,微博 weibo.com,4087498353855038,隐青玉
可喜可贺,-,白萌大人万万睡,小米手机4,4087498353273298,-
合着最后受害的还是中国人,-,老紫红,红米Note 3,4087498345443626,-
回复<a href='http://m.weibo.cn/n/L李荣雪不是融'>@L李荣雪不是融</a>:这就叫不确定性 昨天好不代表明天好。投资主要是风险控制 你投资赚再多拿不回来等于白玩。,回复<a href='http://m.weibo.cn/n/xuichdich'>@xuichdich</a>:你认为中国这么大的市场，谁没事会都撤资？只要中外关系交好，没有傻子会随便撤资吧。,xuichdich,三星android智能手机,4087498341240726,L李荣雪不是融
"求大神解释为啥停业还要支付工资<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png"" style=""width:1em;height:1em;;""></span>",-,郭先生iiiii,华为P9手机摄影再突破,4087498332260003,-
回复<a href='http://m.weibo.cn/n/梅花鹿123best'>@梅花鹿123best</a>:对啊,回复<a href='http://m.weibo.cn/n/回家吃蛋炒饭'>@回家吃蛋炒饭</a>:港真这个社会，只要身体健康四肢健全有劳动力，赚不到钱只能说懒。,回家吃蛋炒饭,iPhone 7,4087498324428982,梅花鹿123best
回复<a href='http://m.weibo.cn/n/壮士有何贵干'>@壮士有何贵干</a>:俄罗斯也看了你怎么不去反对俄罗斯？,"回复<a href='http://m.weibo.cn/n/liberum'>@liberum</a>:没多久你家人连拉屎都被韩国监视着到时你再来说一遍这话<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",liberum,iPhone 6,4087498315777667,壮士有何贵干
回复<a href='http://m.weibo.cn/n/温斯顿的花园'>@温斯顿的花园</a>:不要和一群公务员讲道理，毕竟我们生在中国，他们生在党国,回复<a href='http://m.weibo.cn/n/大付小川哥'>@大付小川哥</a>:哦，是这样。。。,大付小川哥,iPhone 6,4087498315226641,温斯顿的花园
回复<a href='http://m.weibo.cn/n/灵魂出鞘-'>@灵魂出鞘-</a>:国内企业巴不得这样呢,回复<a href='http://m.weibo.cn/n/回家吃蛋炒饭'>@回家吃蛋炒饭</a>:我们公司对面的乐天就换个商场重开了,回家吃蛋炒饭,iPhone 7,4087498311250594,灵魂出鞘-
图片评论 ,-,红儿3274389574,Android客户端,4087498306828809,-
回复<a href='http://m.weibo.cn/n/章大人GMAT'>@章大人GMAT</a>:只想告诉你，中国对外企投资的门槛不低，而且大部分都得和中国企业有合作才行。现在所说的外企撤资只是把工厂这些制造业放到印度等人力资源更便宜的国家，中国的市场并没有你想的那么开放，而且想进来的企业也比你想象中的多。,这么恶劣的投资环境，还有外企会来吗？,霜降沙拉,iPhone 6,4087498306683643,章大人GMAT
"自觉的把剩下的也关了吧 <span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",-,WennyBen2,OPPO R7s,4087498294441410,-
回复<a href='http://m.weibo.cn/n/niuzi围脖'>@niuzi围脖</a>:不好意思，这两超市在我生活中都没太大存在感。,回复<a href='http://m.weibo.cn/n/如果呐'>@如果呐</a>:那乐天就差你那钱？沃尔玛你求它开，它都关！,如果呐,iPhone 6s,4087498277932611,niuzi围脖
回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:去你妈的,唉！真是流氓国家,啊呀呀袽餜,红米3S,4087498269495922,黄太子老师
我相信你去拜访乐天职工的中国大妈，相比萨德而言她们的失去工作她们也会觉得没什么的，个别认为自己利益最大的可能会有小情绪,-,TST活酵母授权总代-婷姐,iPhone 6,4087498269491912,-
"回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:100家门店关闭对国内有什么影响<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-4ce3c6bac3.png"" style=""width:1em;height:1em;;""></span>没其他店接盘有什么影响<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-4ce3c6bac3.png"" style=""width:1em;height:1em;;""></span>一家超市里100左右个员工，一个城市还消化不了这100个员工么，也不知道你们这些娃瞎担心什么。",希望政府能安顿中国员工吧。。,望先,iPhone 6 Plus,4087498256664891,猫巷里的树语
"回复<a href='http://m.weibo.cn/n/十英寸的英雄'>@十英寸的英雄</a>:当年英特尔裁员很多人赔了几十万<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_huaixiao-bb5966dcc6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_huaixiao-bb5966dcc6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_huaixiao-bb5966dcc6.png"" style=""width:1em;height:1em;;""></span>",停业期间必须支付雇员工资这才是最重要的,cpalctry,摩托罗拉智能手机,4087498223547379,十英寸的英雄
回复<a href='http://m.weibo.cn/n/孔小孔1992'>@孔小孔1992</a>:赞同,下岗下岗下岗你妹啊？国家到时候都没了你们还在为自己一些蝇头小利斤斤计较！告诉你们乐天没了肯定会有其他超市取而代之，这是市场规则，还一个个挺会说话的样子，傻x。,天天想你3226014962,Android客户端,4087498197835433,孔小孔1992
回复<a href='http://m.weibo.cn/n/胧月夜__'>@胧月夜__</a>:这个可能会有，也可能没有，但首先乐天这边签了员工劳动合同肯定得负责的，再者政府现在也没有说下达正式文件来公开说抵制乐天，所以也应该不会公开说帮助员工再就业，但为了以后类似的举动又或者为了这次的活动舆论上能好看点，应该私底下都会有帮助的啦,回复<a href='http://m.weibo.cn/n/勺子不吃烤冷面'>@勺子不吃烤冷面</a>:好吧，是我误会你了，我以为你的意思是政府应该完全放任经济发展，抱歉。但我觉得政府的确应当帮助因为乐天事件下岗的员工再就业。,勺子不吃烤冷面,iPhone 6s,4087498189665370,胧月夜__
估计要毁约了， 根据合同法：“因不可抗力不能履行合同的，根据不可抗力的影响，部分或者全部免除责任” 损失还是中国人担,-,DE-WA-OH,微博搜索,4087498189430063,-
回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:说的好像没了乐天 国人就饿死了似的,没人管下岗职工的死活，他们只管&quot;爱国&quot;,录禾,iPhone 6 Plus,4087498173101208,风无影134521
我只能说，干的漂亮！,-,丁云小朋友,小米Max,4087498131101682,-
回复<a href='http://m.weibo.cn/n/落儿星星'>@落儿星星</a>:真棒,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:会有其他超市可以取代他。我们家附近的超市关了一家又来一家。我看到有些员工还是以前超市的呢。国家没了，你还能换吗？,穿啥裤子都往下掉,iPhone 6,4087498110295691,落儿星星
图片评论 ,-,骑鲨鱼的小孩,iPhone 6,4087498110093549,-
回复<a href='http://m.weibo.cn/n/墨sang'>@墨sang</a>:真是为民着想，你他妈不知道如果打仗了中国得死多少人吗？这个萨德有什么用自己不会百度吗？,所以失业的中国员工可以去央视上班吗？,Lieman刘大旭,iPhone 6,4087498109521297,墨sang
回复<a href='http://m.weibo.cn/n/_nuer'>@_nuer</a>:非常赞同你的观点。如果直接以‘乐天公司参与萨德部署威胁中国安全’给予停止在中国商业活动以处罚多光明磊落。全部以消防不合格来关停确实下三滥。,回复<a href='http://m.weibo.cn/n/统一口径就是真相'>@统一口径就是真相</a>:无论什么方式，国家利益永远高于一切。,统一口径就是真相,红米3X,4087498105891309,_nuer
回复<a href='http://m.weibo.cn/n/木土石头'>@木土石头</a>:请问有哪些外企撤资了？以为他们的CEO都和你一样？笑话，自以为是,回复<a href='http://m.weibo.cn/n/这是一个人神探'>@这是一个人神探</a>:你没发现都在你身上？二货。,这是一个人神探,iPhone 7,4087498085352119,木土石头
"回复<a href='http://m.weibo.cn/n/liberum'>@liberum</a>:没多久你家人连拉屎都被韩国监视着到时你再来说一遍这话<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",中国政府和人民最后可能征服了乐天却失去了世界。,壮士有何贵干,红米Note 3,4087498063867934,liberum
回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:乐天没了还有无数本地的超市来占领市场，你说的对，加油,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,达达的小熊熊,荣耀V8 脱影而出,4087498038207304,maliry98
萨德是美国部署在韩国的，为什么不抵制美国，说别人工作不要紧可以再找的，为什么不扔掉美国的苹果手机，再买国货华为小米,-,钓鱼FISHING,,4087498034456271,-
回复<a href='http://m.weibo.cn/n/章大人GMAT'>@章大人GMAT</a>:美国打过来的时候，你准备做汉奸吗？,这么恶劣的投资环境，还有外企会来吗？,jisongmei,iPhone 6,4087498021427330,章大人GMAT
这里喷子怎么这么多？美国爹又招纳员工了？？加薪了？？,-,活人1991,vivo X6S Plus,4087498009007733,-
我看明白了，明明是件大快人心的好事，居然有各种脑残在这喷粪！不过应该都不是中国人！没有国何来家？关他几个韩国超市算什么？特朗普都敢驱逐穆斯林，急了我们也把所有的韩国人驱逐出境！国难当头，少特么的在这装圣人！忧国忧民担心有人失业的那些人，有一个失业员工去你家吃饭了么？,-,潇潇715,iPhone 7 Plus,4087497975282798,-
回复<a href='http://m.weibo.cn/n/李晶磊'>@李晶磊</a>:没有乐天中国人就不能活了吗？,然后中国员工大量失业,天天想你3226014962,Android客户端,4087497937837188,李晶磊
回复<a href='http://m.weibo.cn/n/回家吃蛋炒饭'>@回家吃蛋炒饭</a>:港真这个社会，只要身体健康四肢健全有劳动力，赚不到钱只能说懒。,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:不一定，原来的乐天百货可能就换个别的牌子继续开下去,梅花鹿123best,iPhone 6,4087497937837171,回家吃蛋炒饭
