source,reply_name,reply_text,comment_id,text,name
Android客户端,芥末酱酱酱,回复<a href='http://m.weibo.cn/n/潇潇715'>@潇潇715</a>:你所谓的大是大非 除了满足虚荣 还有什么用？！本身就是外交不力，但凡跟韩国/美国协调好，还能有乐天什么事儿吗？！以百姓的民生作为牺牲，只是没挨到你头上罢了。超市工作的本来就是经济基础不那么好，学历不那么高的人群，你再让他们去找工作，对于一个家庭来说是怎样的重负？以消防为由停顿真小人,4088030375290430,回复<a href='http://m.weibo.cn/n/芥末酱酱酱'>@芥末酱酱酱</a>:还有，一个留过学的人怎么目光那么短浅？懂得抓主要矛盾吗？是，我们中国有很多穷人，我就问你哪国没有穷人？哪国没有贫富差距？这些问题人家领导人都看不到？现在火烧到你家房子了，你还在想我明天早上去吃什么，有意思吗？,缱绻江南
Android客户端,芥末酱酱酱,回复<a href='http://m.weibo.cn/n/缱绻江南'>@缱绻江南</a>:我的天哪 一个国家捐献几个帐篷算什么呢？就是个人想捐也行啊！！关键问题是 穷着自己孩子 而帮助别人的假大方吧！忽悠大家上街游行 抵制，你们就不想想这在国外人眼里能寒碜成什么样吗？！钓鱼岛呵呵 中国大学没上过，留学的时候经常被自己国的新闻雷一跟头！外交上换个立场看还是不那么坦荡荡的。,4088027258718386,回复<a href='http://m.weibo.cn/n/芥末酱酱酱'>@芥末酱酱酱</a>:不好意思，俺们山里人没出过国，不知道国外的新闻是怎么抹黑中国的，但是不要忘了，谁给你的条件出国留学？你的同学因为你是中国人歧视你了？这么不待见自己的国家那你还是不要回来了，待在国外吧。还有，你在哪看到的新闻是国家让民众抵制乐天的？希望有血性的中国人不要因为留过几年学就数典忘祖,缱绻江南
iPhone 7,实事谈弹堂,回复<a href='http://m.weibo.cn/n/我就是不会改真名'>@我就是不会改真名</a>:你是新闻联播看多了，满嘴的无知与谎言。清朝丧的是独裁者的权，辱的是独裁者的国。香港被英国拿去了，你丧了什么了？香港现在回来了，你又得了什么？你不是去香港还要莶证吗？你去问问香港人，他们有什么狗屁丧权辱国的感受吗？中国被俄罗斯侵占了更多的土地，你有丧权辱国吗？,4088025577780998,回复<a href='http://m.weibo.cn/n/实事谈弹堂'>@实事谈弹堂</a>:对啊，就因为什么都不管的人多了，导致独裁越来越严重！以前抵制日本什么的我都不支持。因为没影响安全 ，真到其他国家打来惨的是谁？独裁者？还是平民？我们只是需要一个安全的环境。内部的矛盾现在我们这代人解决不了，或许下一代会解决。但不是别国来“帮忙”！,我就是不会改真名
iPhone 6s,小镸聿,回复<a href='http://m.weibo.cn/n/芥末酱酱酱'>@芥末酱酱酱</a>:懒得和你说，有时间想着怎么用实际行动去帮助更需要的人,4088021663699916,回复<a href='http://m.weibo.cn/n/小镸聿'>@小镸聿</a>:你们所谓的全民抵制 到头来不过是给自己多了一条死路罢了。抵制一个国家，别的国家也在看，这个不说话的民族是怎么做的，毕竟海外投资有风险。,芥末酱酱酱
好玩不过魅蓝 Note3,-,-,4088021189962221,我觉得这个多好的，听起来大几十家乐天，但是对于大中国也就是沧海一粟，停业整顿期间工资照发就正好去找工作啊，感觉影响不大，除非有做了很多年即将退休的，希望政府可以督促解决一下！,BAO蓝街06号
iPhone 6,Z_x_x_D,"大家顶住！一大波水军串好了词破坏团结，关键字“失业员工怎么办？”，遇上这种情况一律怼回去：你他妈担心这，咋不捐点钱出来救济一下<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/f_geili-244fca3c70.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/f_geili-244fca3c70.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/f_geili-244fca3c70.png"" style=""width:1em;height:1em;;""></span>",4088020464503636,回复<a href='http://m.weibo.cn/n/Z_x_x_D'>@Z_x_x_D</a>:你那么担心国家安全  怎么还不去攻占韩国？,獨眼金木yan
iPhone 6s,芥末酱酱酱,回复<a href='http://m.weibo.cn/n/小镸聿'>@小镸聿</a>:再说你一小号 出来蹦哒 不就是赤裸裸的水军吗？好玩吗？,4088019419816208,回复<a href='http://m.weibo.cn/n/芥末酱酱酱'>@芥末酱酱酱</a>:懒得和你说，有时间想着怎么用实际行动去帮助更需要的人,小镸聿
iPhone 6s,芥末酱酱酱,回复<a href='http://m.weibo.cn/n/小镸聿'>@小镸聿</a>:亚洲最大疯人院 天天抵制这抵制那的等别的国家都撤了资 你再说风凉话也不迟！btw去年日本已经大面积抓紧撤离了！！我虽然没下岗，而且生活也还无忧，留学美帝6年教会我 如果你不为这些弱小发声，那么总有一天，火会烧到你自己身上！！请你认清谁是蠢货，谁在苟且！,4088018622517905,回复<a href='http://m.weibo.cn/n/芥末酱酱酱'>@芥末酱酱酱</a>:别的国家也不会傻到说撤就撤，毕竟在中国上亿上亿的挣，事情确实没有发生在我生，事情也没有发生在你身上，万一哪天真打起来，你能顶得住炸弹不爆炸吗？别傻了，如果只是一件小事，至于全民主动抵制吗？就你一个人深明大义啊？你要是老板会为了个别员工而毁了整个公司吗？,小镸聿
Android客户端,王王王王_健,回复<a href='http://m.weibo.cn/n/等等家的饱饱'>@等等家的饱饱</a>:看到这我就放心了,4088017612366174,回复<a href='http://m.weibo.cn/n/王王王王_健'>@王王王王_健</a>:哈哈 要相信 三观正的人还是多很多的,等等家的饱饱
OPPO R9 Plus,研狗,回复<a href='http://m.weibo.cn/n/林霞020'>@林霞020</a>:有工作经验和能力去超市当导购？别说当今中国，当今世界上最发达的地方也会有人找不到工作。,4088017607654053,回复<a href='http://m.weibo.cn/n/研狗'>@研狗</a>:超市导购我感觉到处都在招啊，你以为导购不要工作经验吗？没工作的大多都是不想做的…,林霞020
情敵送的iPhone 7 Plus,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,4088017360165446,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:我国十几亿人口，都指乐天活了？乐天关闭下岗才几百人，他们就没法生活了？那我们这么多人没在乐天工作的都饿死啦！中国那么大 还怕在找不到工作？,大王Curtain
iPhone 6s,芥末酱酱酱,回复<a href='http://m.weibo.cn/n/小镸聿'>@小镸聿</a>:亚洲最大疯人院 天天抵制这抵制那的等别的国家都撤了资 你再说风凉话也不迟！btw去年日本已经大面积抓紧撤离了！！我虽然没下岗，而且生活也还无忧，留学美帝6年教会我 如果你不为这些弱小发声，那么总有一天，火会烧到你自己身上！！请你认清谁是蠢货，谁在苟且！,4088017083739326,回复<a href='http://m.weibo.cn/n/芥末酱酱酱'>@芥末酱酱酱</a>:谁是水军？我为中国说话我就是水军了？你留美就可以说中国真小人了？你一个中国人出来指责中国，还说中国外交官只会强烈谴责，那你的行为呢？为弱小发声？乐天的员工及家属都没有出来说句话，难道他们都不会上网？为弱小发声是好事，但是不是用键盘，我不用苟且,小镸聿
小米Note,弧箕服,回复<a href='http://m.weibo.cn/n/水分子的碰撞'>@水分子的碰撞</a>:呵呵，多看看这些学者的观点还是比简单的宣传更有深度点。,4088016442033354,回复<a href='http://m.weibo.cn/n/弧箕服'>@弧箕服</a>:我觉得人还是要多看后，多自己思考，每个人都有自己的观点，没必要非要说服谁，就这样,水分子的碰撞
三星Galaxy NOTE III,水分子的碰撞,"回复<a href='http://m.weibo.cn/n/弧箕服'>@弧箕服</a>:这位大哥你要干嘛<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span>",4088015808712250,回复<a href='http://m.weibo.cn/n/水分子的碰撞'>@水分子的碰撞</a>:呵呵，多看看这些学者的观点还是比简单的宣传更有深度点。,弧箕服
荣耀6,李小朴,棒子国有萨德，但中国有萨逼啊！谁怕谁啊！,4088014428696273,回复<a href='http://m.weibo.cn/n/李小朴'>@李小朴</a>:哈哈哈哈,小芒果嘟嘟嘟
Android,-,-,4088013175060240,"从Rain到金喜善，再到“鸟叔”、宋仲基，“思密达们”从中国挣的钱还少吗？乐天要觉得自己亏了，那就应该去找他们“索赔”嘛<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-f5765407f7.png"" style=""width:1em;height:1em;;""></span>",无名小卒A
iPhone 6 Plus,我不善良但漂亮吖,"有些评论真搞笑，因为这几个超市关闭而下岗的员工不过几百人，中国那么大市场，只要是个想找工作的人不至于会找不到一个相同待遇的工作。而这给乐天带来的损失有多大，可能你们是知道得比我清楚所以才在这儿毫无逻辑的洗地吧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",4088011089842306,回复<a href='http://m.weibo.cn/n/我不善良但漂亮吖'>@我不善良但漂亮吖</a>:就是，已成型的超市，人流量都还在，哪个商家不等着这块肥肉，乐天不干了保证立马有人接手，还怕找不到工作？,韩庚是简单先生
HUAWEI Mate 8,穿啥裤子都往下掉,回复<a href='http://m.weibo.cn/n/一不小心睡着嘞'>@一不小心睡着嘞</a>:你肯定是蠢货,4088010687783541,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:看吧，说你你还不信,一不小心睡着嘞
魅族 MX5,你是不是神经病阿,回复<a href='http://m.weibo.cn/n/坏baby82201'>@坏baby82201</a>:只防御韩国全境那没毛病，萨德雷达扫描半径2000公里  涵盖大半个中国，国防军事基地，飞机起落都给看的一清二楚,4088010548478571,回复<a href='http://m.weibo.cn/n/你是不是神经病阿'>@你是不是神经病阿</a>:国家怎么不采取措施，干嘛老是鼓动老百姓意淫啊，古巴导弹危机看看美国政府怎么处理的，政府的态度才能解决问题，老百姓能起到什么作用,坏baby82201
你的老朋友 魅蓝metal,安安_2543,回复<a href='http://m.weibo.cn/n/王鲁平1985'>@王鲁平1985</a>:对啊，脑子呢？为什么要让乐天关门呢？没有权衡过利弊吗？脑子都没有你好使。,4088010478135133,回复<a href='http://m.weibo.cn/n/安安_2543'>@安安_2543</a>:告诉你一个不幸的消息，乐天如上诉至WTO，所受损失将由中国商务部承担。而且，乐天关闭中国区业务，对阻止萨德入韩毫无帮助，只会加速入韩进程。又，乐天止举对公司总体业务不会造成损失，参考辣条君。,王鲁平1985
iPhone 6,大兮兮啊大兮兮,回复<a href='http://m.weibo.cn/n/西铁城玫瑰'>@西铁城玫瑰</a>:好吧，随你怎么说，你开心就好,4088009039068703,回复<a href='http://m.weibo.cn/n/大兮兮啊大兮兮'>@大兮兮啊大兮兮</a>:不开心，深圳房价太高。在这安居是有点尴尬了，我只希望整体经济不要走下坡路,西铁城玫瑰
前置双摄vivo X9,-,-,4088008125128568,先有大家再有小家,大大怪h
iPhone 6 Plus,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,4088006438725903,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:已成型的超市，人流量都还在，现在关门，哪个商家不等着这块肥肉哦，一定想办法接手，还怕开不了张？,韩庚是简单先生
微博 HTML5 版,杨梵希全国总代,失业的中国人可以再找工作，远比韩狗赚着中国人的钱，买着萨德对准中国要强的多，那些员工的工资影响的了韩国花钱整萨德对准中国吗？但一天1千多亿韩元损失是个小小的打击吧！个人意见，喷子狗千万别点我回复我！,4088005700235126,回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:俄罗斯导弹防御系统纵深中国数千公里，你怎么不YY。韩国部署800公里叫什么叫？,田心彳亍_
iPhone 6s Plus,gifthong,-,4088005185160751,"<a href='http://m.weibo.cn/n/gifthong'>@gifthong</a> 關的好<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;;""></span>",Winnie_princess1030
iPhone 6s,高高冷冷的予哥他爸,回复<a href='http://m.weibo.cn/n/生如夏花_M'>@生如夏花_M</a>:可是你为什么要先对号入座呢？！,4088002806449756,回复<a href='http://m.weibo.cn/n/高高冷冷的予哥他爸'>@高高冷冷的予哥他爸</a>:睬你都傻,生如夏花_M
华为P9手机摄影再突破,HannibalTecter,回复<a href='http://m.weibo.cn/n/你是不是神经病阿'>@你是不是神经病阿</a>:再说了，美国如果导弹打来，和有没有萨德都没关系，要靠得是我们红旗系统，没有萨德他也一样能打，靠的是另一套进攻系统，根本够不成你说的装了监控随便打我们。如果你是高中生那还可以理解，如果不是，你这个逻辑思维与知识素养需要好好补课。,4088001389077445,"回复<a href='http://m.weibo.cn/n/HannibalTecter'>@HannibalTecter</a>:是  可能你这块比较专业懂一些<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>就我们常人而言  有人在自家门口装监控  往往意味着危险",你是不是神经病阿
iPhone 6s,缱绻江南,回复<a href='http://m.weibo.cn/n/芥末酱酱酱'>@芥末酱酱酱</a>:那我同样要问你了，学政治吗？大学学毛概马哲吗？大国之间的博弈本就如此，软兵器时代的战争是不见硝烟的，你知道国家的太极背后不作为了？你又知道小国帮不上忙了？往近了说，汶川地震巴基斯坦贡献了多少帐篷？往远了说在中国外教史上非洲小兄弟帮了多少忙？,4088000906098243,回复<a href='http://m.weibo.cn/n/缱绻江南'>@缱绻江南</a>:我的天哪 一个国家捐献几个帐篷算什么呢？就是个人想捐也行啊！！关键问题是 穷着自己孩子 而帮助别人的假大方吧！忽悠大家上街游行 抵制，你们就不想想这在国外人眼里能寒碜成什么样吗？！钓鱼岛呵呵 中国大学没上过，留学的时候经常被自己国的新闻雷一跟头！外交上换个立场看还是不那么坦荡荡的。,芥末酱酱酱
iPhone 7 Plus,我就是不会改真名,回复<a href='http://m.weibo.cn/n/实事谈弹堂'>@实事谈弹堂</a>:你还希望丧权辱国的事再次发生？还希望被其他国家杀自己同胞抢我们东西？清朝就是像你这种愚昧的人太多，导致国家被任人宰割，发展不起来。最后还不是因为有为国报效的人出来才有民国时期？像你这种跟那时吸鸦片的人有什么区别？还说幼稚？！sb到可笑,4088000617300860,回复<a href='http://m.weibo.cn/n/我就是不会改真名'>@我就是不会改真名</a>:你是新闻联播看多了，满嘴的无知与谎言。清朝丧的是独裁者的权，辱的是独裁者的国。香港被英国拿去了，你丧了什么了？香港现在回来了，你又得了什么？你不是去香港还要莶证吗？你去问问香港人，他们有什么狗屁丧权辱国的感受吗？中国被俄罗斯侵占了更多的土地，你有丧权辱国吗？,实事谈弹堂
